,SHFLX,LHFLX,FLNS,FSNS,FSDS,FLDS,TREFHT,TS,PSL,PRECT,U200,U500,U850,V200,V500,V850,T200,T500,T850,Q200,Q500,Q850,OMEGA200,OMEGA500,OMEGA850,Z200,Z500,Z850
CTRLEN10,0.3318653825454107,0.3338822087063532,0.29073495492313733,0.3728408653860343,0.37516579742506156,0.3566759994137264,0.40483809357833617,0.4811702378093639,0.4097539137602639,inf,0.3612161208353763,0.35490146934244765,0.35706707133645654,0.33829551384502043,0.3172495616673525,0.32008780525766317,0.3413752690021786,0.36566141827466003,0.35497088555180256,0.33417100107533904,0.33793327600556167,0.3419683940429084,0.29177193607826657,0.2863366251891277,0.2947527903140087,0.4102830295495277,0.4090540306078904,0.43047573660564087
CAPTEN10,0.31171055362478667,0.32479435351852,0.2883836611342379,0.36212418445598066,0.3662290209239074,0.3390687803970666,0.384596244938399,0.46971717488525855,0.3590733924099963,inf,0.3595208009386004,0.35415753432385383,0.34402641969058334,0.32731204137337055,0.32076259865854156,0.3076727243575483,0.385645310319361,0.36413585776924406,0.3382124652622337,0.32541065880986064,0.32776861303869026,0.31850165795875207,0.28615613773165965,0.2831651557439315,0.2835438839137687,0.41477330166013143,0.38292605492907955,0.37170055603438723
DARTEN20,0.385397312163296,0.38652181481770403,0.3353073618148931,0.4051698277088998,0.40763309826923894,0.39553698778448926,0.45837121542477594,0.49724488205658673,0.39713259762943526,inf,0.42545378669741013,0.42928801790918186,0.395555052215383,0.4176050331584675,0.3974529497008557,0.3738145766231876,0.4327195458422598,0.42689960920430065,0.4294188248767756,0.3831532430695651,0.3865865444518585,0.3905520392373085,0.3276382842327861,0.32314812446709007,0.32645322997479564,0.47854123303763757,0.4723750150939116,0.41742059719411356
DARTEN40,0.4129424066142356,0.4163377660153089,0.3530240334985655,0.42484201903108343,0.42722191061975584,0.4232889223736123,0.48455667585367335,0.5087960163066101,0.47201888463271924,inf,0.45610088799668613,0.458333885847224,0.43340296296625797,0.4509002153635411,0.42327215346023134,0.407254583951947,0.4507642760697173,0.44286342657139804,0.4484217040716963,0.40665058011226424,0.41239811159403256,0.41408365026644,0.34895948842737173,0.345341332288614,0.3454849723889145,0.48379674997294153,0.5059580517013792,0.4907740517161333
