,SHFLX,LHFLX,FLNS,FSNS,FSDS,FLDS,TREFHT,TS,PSL,PRECT,U200,U500,U850,V200,V500,V850,T200,T500,T850,Q200,Q500,Q850,OMEGA200,OMEGA500,OMEGA850,Z200,Z500,Z850
CTRLEN10,0.37376421363647766,0.3443295160190315,0.2670995067185899,0.4700713797950826,0.4764087832026601,0.4250714375186207,0.470799690305301,0.4697511343467559,0.4805472264796537,0.351815942306523,0.4110783613781995,0.3890498221545254,0.399277873511349,0.3805041339102918,0.3379666501598488,0.34834323281309193,0.3914491711857516,0.43083467948261756,0.45050172952452133,0.36233056508396577,0.3700852383338754,0.4056094183971136,0.2961092064523081,0.30279282329506346,0.3038800053595602,0.5128135769921099,0.5042946230344845,0.5107363808004074
CAPTEN10,0.3389477368752014,0.32475913488891517,0.28696394273047415,0.44270508233831957,0.45228195769430674,0.37079482774785677,0.4203905599977671,0.4178148653639586,0.3685062264649184,0.31370965466138434,0.37700596168237305,0.3615727756409732,0.34692390408376544,0.3217777295194402,0.3377812149115716,0.3137828748624742,0.4561533992876104,0.36029616831522754,0.4021271653956495,0.33994010697293287,0.3322002378941474,0.36390521334853276,0.2987519978599084,0.28491884807641876,0.29561653962100054,0.44364639571609044,0.42511449577801674,0.39069240115154164
DARTEN20,0.40279115728901144,0.38839888579998477,0.3300932915924349,0.4864254330056157,0.4927965144471692,0.43749572061210734,0.48029040460514477,0.4749544615333888,0.4559165128457235,0.3796400394513072,0.40355279883137474,0.4383787992557734,0.40135012961003974,0.41908059180664275,0.4150932547727539,0.38850701179211317,0.4702041191524824,0.4242646501557631,0.4704769223930662,0.387432534676587,0.3782330267730167,0.43787005807918944,0.3349737118599591,0.3260246968425785,0.33996445578846274,0.4303148005788678,0.4903699477403854,0.4864016292327078
DARTEN40,0.42684571122188425,0.4140842167665646,0.33686852265836753,0.5079802450944112,0.5149577572562865,0.4907940764892494,0.5243989681587041,0.5245694198689448,0.5147496821203877,0.42258743407578114,0.46986722903497413,0.4857743268838517,0.44115882411840573,0.4799401741746739,0.44787150960971717,0.4224571532975905,0.48741115174197386,0.4647298064144216,0.5017466179293059,0.4204372168003178,0.4237585883649296,0.4785088102595138,0.3624161427031825,0.34950059844570164,0.3590783202857461,0.4707729212881929,0.5323065659027646,0.5443460078249024
