,SHFLX,LHFLX,FLNS,FSNS,FSDS,FLDS,TREFHT,TS,PSL,PRECT,U200,U500,U850,V200,V500,V850,T200,T500,T850,Q200,Q500,Q850,OMEGA200,OMEGA500,OMEGA850,Z200,Z500,Z850
CTRLEN10,25.22721019146537,26.991725347426407,72.28555090217914,44.98800419300509,52.12152626594918,39.091213930164656,7.095644988338364,8.087144747615366,811.5322916094228,3.6318394142801425e-05,15.508012282884533,11.528575370415505,6.813682552064685,14.809014347739268,10.253947159591572,6.134712379494689,6.463924234011351,4.184192623141292,6.747937957489109,1.5747672170882353e-05,0.0009316647369451972,0.0020315239490268115,0.09895344095481363,0.1943612770098668,0.21358899603356996,104352.04592926636,49228.29187824248,12618.00756454124
CAPTEN10,20.984432994888653,23.533286255981633,71.03484777306106,39.91246421099121,45.396715344559816,29.441796197273078,4.955577808822967,6.060455384263127,731.546855621154,3.631455047262744e-05,10.540898941172761,8.404934493826458,5.6977930142894735,10.607436309247912,7.820014724828387,5.174260427641931,3.561008743358019,2.6620649861827146,4.434262986416307,1.1723736424839554e-05,0.0006930601604245772,0.001582771759139857,0.09368177965744767,0.18378923809442546,0.20234049671322182,104355.65495484509,49211.492494192506,12608.99419293822
DARTEN20,23.850183395669653,27.428935926232764,72.75271875737963,43.57585364865608,50.40928141076179,33.50093984164128,5.548011683547884,6.516718966340617,1229.3049762685682,3.631782418439907e-05,12.493226658325836,9.824083605898005,6.712809202846067,12.634102763169567,9.346670261749686,6.076120723149329,4.219715281178876,3.330018054826571,5.022039402724884,1.4490974449098633e-05,0.0008383824833612472,0.0018495425448450038,0.10677311571670951,0.20225836171093955,0.21611212364063548,104440.40755253629,49296.25224540095,12683.733560159053
DARTEN40,23.151013721111095,26.271348045708535,72.84273789024607,43.399066475608,50.35067949541726,33.18264255763563,5.551616181013208,6.57566086361491,771.5609537674612,3.631771271769634e-05,11.779481464301806,9.35857739184291,6.413181113173926,11.650764665119828,8.297281754347212,5.667798979923302,3.8449664784999165,3.168304772333965,4.798110396851737,1.4123107296447767e-05,0.0007721358313114549,0.0018258248526000535,0.10471408600742081,0.19601525394297387,0.21398933140503976,104386.22988611134,49233.962765032105,12626.522401685852
