,SHFLX,LHFLX,FLNS,FSNS,FSDS,FLDS,TREFHT,TS,PSL,PRECT,U200,U500,U850,V200,V500,V850,T200,T500,T850,Q200,Q500,Q850,OMEGA200,OMEGA500,OMEGA850,Z200,Z500,Z850
CTRLEN10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPTEN10,-0.00566855245141445,-0.010382778762015162,0.012550235997009312,-0.011319409036120316,-0.013583756979390868,0.0034364035614951735,0.010386038986126759,0.008886833699580756,0.05327651837978071,6.691111831090943e-06,-0.0036281934733402113,-0.018767293224648714,0.028586328212309945,0.006795202631025547,-0.004296516415926397,0.01377700403216606,0.03467554192598519,-0.0016117965033522349,-0.02436513591645255,0.04304802347088974,-0.016342673607681647,-0.0017030807492098355,-0.0060764577653147685,-0.0007035422674722028,0.0018683089184117383,-0.0001730793699439294,-9.303591229730985e-05,0.00015186664359732795
DARTEN20,-0.005063706089378291,-0.016500333399921917,0.02281852950330423,-0.0007754866145782379,-0.004652931489137181,0.0038387821170371168,0.014108287276848508,0.011742049852282036,0.12573576727473154,1.6844485762137363e-05,0.022525577805187987,0.0023987211571628296,0.015946108398778393,0.03247802563247394,0.00610079179297102,0.008829145973354595,0.07913455930037246,0.025115109278542762,-0.02575066096913426,0.06477174044318106,-0.0014067523208902847,-0.0027506181596601282,0.006452378089452365,-0.0008254642473264439,0.00013903337181776578,0.00016844365882754474,0.0006149763700809023,0.0022889584961497504
DARTEN40,0.0007154503076286377,-0.01408961829727035,0.02733984997536278,0.0007035539069430573,-0.00538803812669834,-0.0020071226066232226,0.01318184957427135,0.01242340904616031,0.015011310373559782,1.672662949058072e-05,0.005687729527953537,-0.0032878183542988087,0.015722432874051555,0.03182527479219533,0.0082554202925619,0.009418887401985833,0.08998785793531787,0.005734191346067009,-0.023587727553505643,0.0443297118128115,-0.0017620147409320715,-0.008003670071920068,0.005491292334869012,0.00011732681582501171,0.002743270410976517,-7.20143219599674e-05,8.118794104162904e-05,0.00021471696872483938
