,SHFLX,LHFLX,FLNS,FSNS,FSDS,FLDS,TREFHT,TS,PSL,PRECT,U200,U500,U850,V200,V500,V850,T200,T500,T850,Q200,Q500,Q850,OMEGA200,OMEGA500,OMEGA850,Z200,Z500,Z850
CTRLEN10,24.397750079424707,60.30970524257753,60.15474327285119,66.76662257296512,71.69998518512168,32.18637584530558,3.567835607766461,3.1724396047109007,886.8380086141078,5.069565535579935e-05,16.82453959371069,12.06445775929486,8.279893755265533,16.542918377075456,11.122796047623146,7.2196960707880535,5.150363031360099,4.019799912142587,5.044232059552615,1.7064865112720574e-05,0.0011299809770556853,0.0024672511963231784,0.0907959064893769,0.19740266462399972,0.18964215156928788,105448.21331233827,49641.02667043366,12698.243856395822
CAPTEN10,18.909092371926707,45.80135104750757,61.17503851231604,58.50536066229713,62.61673832274722,25.704641262560934,2.6157349332581874,2.4753873692848334,654.7471915296213,5.06920001336112e-05,11.817093705387766,8.572854286373735,6.215273884071164,12.414010755499406,8.586342753777766,5.856028680676204,3.3118782407176988,2.8533145900685737,3.607151288022752,1.3332101455953736e-05,0.0008736205853760642,0.0019799815630121044,0.08348675761319632,0.18219644477458646,0.17722960377654381,105448.1387890528,49633.79682983706,12693.806961120341
DARTEN20,21.85411563743811,54.84734205652845,62.76515269797437,64.62237579734271,69.4493586246315,29.091521747624046,2.9126276146773638,2.6459725870608035,1217.0793283217706,5.069596304142323e-05,13.951052036726104,10.030170671751451,7.249841789165035,14.737255401935814,9.983275264133724,6.715150663834035,3.8522873488491496,3.497991324674499,4.164871420650284,1.592866805314397e-05,0.001053038547514881,0.0023115628731453816,0.09345425734985909,0.20042596175991542,0.19051656883809548,105527.26055185437,49710.23464091205,12767.301131587184
DARTEN40,22.07921313704106,54.16252758596205,62.67713165528318,64.66125185488549,69.47209886665912,29.089681215843807,2.924299842473962,2.666409016612343,758.9924235143492,5.0695666245254e-05,13.826779627660898,9.988727456578864,7.202846143134737,14.816114549274939,9.948320572109823,6.717016551469486,3.956057366909261,3.44694401085215,4.147663839101278,1.5273363999544852e-05,0.0010187120174877044,0.0022569274361714394,0.09247108801126737,0.19992763643125003,0.1912614447824445,105477.17386045019,49652.95059952267,12706.858586002545
