,SHFLX,LHFLX,FLNS,FSNS,FSDS,FLDS,TREFHT,TS,PSL,PRECT,U200,U500,U850,V200,V500,V850,T200,T500,T850,Q200,Q500,Q850,OMEGA200,OMEGA500,OMEGA850,Z200,Z500,Z850
CTRLEN10,27.672088644461024,31.255470784594994,77.52065962115293,53.459796118567105,63.37621801893747,41.550579257513135,7.311614643433223,8.186695987304452,1158.7822938523025,3.6180178335983834e-05,15.613306147217118,12.893022118251952,8.172057667229772,15.266876688604768,11.072603411106625,7.060620535991448,5.609311830059252,4.7356455898194785,7.6617290577709465,1.7973967738291526e-05,0.0011009788575537234,0.002275817821934051,0.10659860093517881,0.21821155356789557,0.24131639516528477,104330.63184423298,49133.665248128294,12536.06555433628
CAPTEN10,26.390984844968706,29.761314235983058,78.00507740181692,51.7776980394051,61.448226701218964,40.455284451431446,6.908606115951434,7.795100859657783,1106.4324698494268,3.618014530995979e-05,16.590387168251375,12.390604158183594,7.962986240204382,14.759175358495593,10.944002966729,6.784273722071006,5.866008430813711,4.733229754211149,7.235331936005878,1.72059255518154e-05,0.001045725247649825,0.0021857472839963985,0.10336232555810815,0.21516333149023553,0.2387939444390189,104326.16659804696,49123.155229137665,12530.110111135536
DARTEN20,27.952308881999215,31.361136061042295,80.09652364127858,53.772515732907216,63.38628181274726,42.31355704417578,7.198376130435476,8.110877749147908,1382.4595271298338,3.6181305016753694e-05,17.421366243732823,12.96992602351487,8.29178927846072,15.348468196594425,11.088163839632717,7.154417631269172,6.243359500608038,5.14245815919787,7.4213634371051365,1.940322532899713e-05,0.001129035076302376,0.0023036654365042814,0.10801124360970155,0.22077907091407842,0.24117695228047603,104371.24677476884,49184.98982952344,12590.413432379704
DARTEN40,28.584026659785543,32.10759555800558,80.57461639555189,55.06803777712356,64.87259478365915,43.04463683874019,7.425683169989602,8.3406466897283,1195.574764431869,3.6181724982229345e-05,17.62597795516339,13.371174080101865,8.605733779468835,16.0982050144937,11.689337855464041,7.384866757408395,6.348828144276609,5.060728213814503,7.7039163091770835,1.9293916290818106e-05,0.0011267516695959035,0.0023860226938669095,0.1097215559938388,0.2249985496994985,0.24630509371216464,104324.66746495689,49135.954720079644,12541.807873460139
