,SHFLX,LHFLX,FLNS,FSNS,FSDS,FLDS,TREFHT,TS,PSL,PRECT,U200,U500,U850,V200,V500,V850,T200,T500,T850,Q200,Q500,Q850,OMEGA200,OMEGA500,OMEGA850,Z200,Z500,Z850
CTRLEN10,0.4233073444431991,0.4216075657300377,0.33215820124484835,0.5066859401997903,0.5189354423998809,0.43682657550018067,0.4731177951483654,0.4850100014859156,0.5323473862576691,0.42872063081019696,0.46928402433268074,0.42030420338088914,0.4374180629473525,0.42920145505955276,0.38136726536565607,0.39968499120546896,0.4527987768430077,0.46317142913547604,0.4657998416113516,0.40401243642002205,0.4015871967151754,0.4259320451416798,0.3643098180999618,0.3553818243678326,0.36987034584291084,0.518109810715554,0.4624444588610532,0.46762596191636213
CAPTEN10,0.4154147403235304,0.39770931297140166,0.3306817419025181,0.4892695242894519,0.49807817252431874,0.4319451780406556,0.4688897021722654,0.4776319238293729,0.5122332351892869,0.4111516532841118,0.4839972390547865,0.4512209383307606,0.39582650348005244,0.43182160191616736,0.4072068433207942,0.38071837689429217,0.46450172244842924,0.4527984080572092,0.4517349566883145,0.4256081254675528,0.412900473872011,0.4077535006490224,0.3486981833776629,0.34976401813535557,0.3505349325409888,0.5161965069153095,0.5011131245762456,0.4440925120790912
DARTEN20,0.4676047584167293,0.4637440931862086,0.3761315952697535,0.5452769578848101,0.5544932042631103,0.505997770465965,0.5348822988114854,0.5388434045260637,0.579137126977025,0.4792218698262967,0.5198217619156124,0.4986353477775093,0.4700071462799039,0.4889298843610366,0.44577054008443573,0.4450653267064028,0.4930197025924834,0.5075369192379182,0.5121230600687754,0.48055526999127235,0.46390265263704805,0.4809012280860458,0.3949599682048341,0.3936946553567048,0.40744404226221576,0.5939510572639155,0.547304094804665,0.5449289760740706
DARTEN40,0.5112212757005393,0.4869749106585861,0.3873602430002493,0.5684308910141451,0.5778732274684669,0.5340060191321244,0.5627539423932355,0.5670878044234354,0.6242071869057269,0.5480613826997112,0.5641678380545727,0.5341151916856077,0.51221004129716,0.5363319835325226,0.5042675365206496,0.48704780067977244,0.5451328972707127,0.5522367779399944,0.545991406633653,0.5183857186372504,0.5012304432760348,0.5133181455076935,0.4297106147187726,0.429728134601561,0.4391433570303596,0.6219179840765635,0.598507154809419,0.5784111656503911
